UserID,Date/Time,topic,SearchTerm,emoticonBased,lexiconBased,Annotation 1,Annotation 2,Annotation 3,finalLabel5Classes,finalLabel3Classes,SN(Original Shona Tweet),ENGoogleTranslate
Mukwasha_Nyama,2022-09-19 21:37:16,Sanitation ,Vanhu,UNK,POS,VNEG,VNEG,NEG,VNEG,NEG,"@MadzimaiTiti Kana imi musingangonwe nyararayi,kwete kuda kusvora vanhu vedu....",'g if you are not just avengest sweetly to let our people ....'
ralphalpha1909,2022-09-20 06:58:58,Music,winky d,UNK,UNK,VPOS,VPOS,POS,VPOS,POS,"Vaimbi vega vakadai muZimdancehall vakadai saWinky D, Vhunzu veNinja, Gafa avo vakazviita mumusambo uyu.",'the onto that music is to make it in zimdancehall are as fools wanja presidentwafta who else made'
ptm_2412,2022-09-12 20:43:23,Finance,uyu,UNK,UNK,NEU,NEG,NEU,NEU,NEU,@Cuthazz_T Kuchitungwiza tinomuwanira Isuzu nyama uyu,'g kugumguze we find him down this meat'
TichafaTmudzana,2022-09-14 05:12:03,Sanitation ,Vanhu,POS,NEG,VNEG,VNEG,NEU,VNEG,NEG,@ngozho @bbmhlanga 😂😂😂😂😂😂 propaganda yaitwa ne ZBC kudhara haishandi iyo ko vanhu vanozvinetsereiko nekuchembera kwaaita woita drama  re creche,"""g propaganda has been made with zbc rains don't work for what people worry about the old age and make a drama"""
chitowamombe14,2022-09-21 15:35:53,Music,Shadaya,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@shona_man She is justified. Ihama yedu isina nyadzi. Aya ndiwo mamiriro ekurovha uye kusvetuka pane zvaProf Shadaya. Ari kuparara.,"""g she's justified. it's our brother who is shameless. the there the resolts of being truant and skipping proferhaya's lectures. he's perishing."""
NKudyanamambo,2022-09-18 18:39:14,Education,Vana,UNK,POS,VNEG,NEU,VNEG,VNEG,NEG,"@_luwinda ,muchayamwisa vana ink nekuiswa tattoo pazamo",'g will hug the kids ink by putting tattoo on zamo'
Makomborerow,2022-09-26 10:51:40,Agriculture,chikafu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@Kupa07 mazai ngaakwire price chikafu chikudhura,'g eggs up the price food is more expensive'
PropertybookZW,2022-09-21 10:18:16,Communication,harare,UNK,UNK,VPOS,NEU,NEU,NEU,NEU,"3 imba yekuraraFlat/Apartment yekurenda muGlen Lorne - USD 1,300/pm
 #MacHomesRealEstate #PropertybookZW https://t.co/GjB3A4jnba",'bedroom flat / apartment to rent in glen lorne - usd / pm macomemractate propertybestate'
Irvman6,2022-09-21 09:13:53,Agriculture,imbwa,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,"@mawarirej Ndomene haichemedze

VaMugabe vakarumwa nechekuchera.

Pavanhu vese vemuZimbabwe vanosvika miriyoni vasati vabata, Scarfmore Tongombeya Mamvura havafanire vasina kumbova pedyo nemasimba emumiriri wedare.

Vakarera imbwa nemukaka","""g is myself don't make upstragabegabe gathers with dug. of all m zimbabweans scarfmoore and the water and water there has never been survey by the rate power. they raised a dog and milk"""
Doro_renyika,2022-09-25 09:43:51,Music,winky d,UNK,NEG,POS,NEU,POS,POS,POS,@_Hybreed_ Sezvineiwo muZimbabwe tine tariro mumwe chete uye hapana angafuratire Winky D.,'g unfortunately in zimbabwe for havelly one cenbity and no can igna winky d.'
TeeMyst,2022-09-17 05:36:44,Home_Affairs,mai,UNK,UNK,VPOS,NEU,VPOS,VPOS,POS,"@Chichibae11 Usanzwa zvandandichitaura apo.
Ndiwe mai vevana","""g don't hear what i say there .nde's mother's"""
MafungaGoridhe,2022-09-20 16:07:48,Education,Vana,POS,POS,VPOS,VPOS,POS,VPOS,POS,@Takundaskar Ini hangu zii semunhu ane vana vasikana asi uyo aripamberi😎,'g i in the silo like a person with children but who is before'
Akatendeka17,2022-09-19 11:06:52,Defence,mbavha,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@amaizuskitchen @faithcutler @AdvoBarryRoux Munourayisa mbavha dzedu,'g guards our thieves'
Alfred67686158,2022-09-14 12:56:30,Home_Affairs,mai,UNK,UNK,NEU,NEU,VPOS,NEU,NEU,@ANGEZHA_Vauya Ichooo! Ndeyp mai Al,'g isaoo isyp may al'
cletos84,2022-09-15 05:33:01,Finance,mombe,UNK,UNK,VPOS,NEU,VPOS,VPOS,POS,@TheShonaQueen mazuva ano mombe dzakuspayiwa kubva kumaticks panguva inochaendeswi kudhibha.,'g theore days cows of you discharves from ticks no longer transported'
gemini_wale,2022-09-21 21:03:02,Home_Affairs,Baba,POS,POS,POS,POS,VPOS,POS,POS,@RufaroRufaro7 @shariwa_ @chelseasexual 😂😂I know kuti hapana anondida.... ndakatambira kukundwa baba,'g i know nobody loves me... i received defeat father'
kurevazvavamwe,2022-09-17 12:52:37,Home_Affairs,Baba,UNK,UNK,NEU,NEG,NEU,NEU,NEU,@NomaSapienTR Saka wakabarwa namai na baba weku nextdoor here,'g so did the mother and the father to naxtdoor?'
jcmhofu1,2022-09-21 15:48:46,Education,Vana,UNK,POS,POS,POS,VPOS,POS,POS,@HumanRights112 @nickmangwana Vana ngavashande ngatiitei zvinhu zvedu maitiro edu,'g kids work may do our own objects'
One9ineRonezh,2022-09-24 23:13:31,Music,jah prayzah,UNK,NEG,NEG,NEG,NEU,NEG,NEG,"@kundai_i @HandsomeWepaZW @antisober07 Imagine Davido,Nasty C Jah prayzah Exq n still flop haaaa ndoshora vanotamba naye vachimusimbisa",'g ga magine davidzah exq n stop haaaa and condemn plays and strengthen it'
jeffreydanai,2022-09-17 06:41:17,Finance,uyu,UNK,UNK,VPOS,POS,VPOS,VPOS,POS,"@yvonnemangunda mwana ane moto uyu, ndinovimba maclub ekunze arikuronga kumusainira",'g baby with this fire is a night for foreign clubs are lining up to sign yag her'
tkadzzz,2022-09-25 12:37:35,Agriculture,sadza,UNK,UNK,NEU,POS,NEU,NEU,NEU,"Wobika sadza rako
Worimona robva raita chidhinha
Woritora wonoriomesa pazuva
Worigufunura roita upfu
Wotora upfu uya
Wobika sadza rako
🔁",'and cook the mastering and drying it and dry it on a meal and dry it and her flour and cooks your meal.'
babieRinenharo,2022-09-10 13:10:36,Sanitation,kusvika,UNK,UNK,NEG,VNEG,VNEG,VNEG,NEG,@MulakazuvaL @ZimGvt_NDS1 @Zim_Vision2030 @timotonho @SharaiJoseph @mela_pam5 @cj19632 @mandishumba @kyrantitterton @Charega1 @chagspecial @KudaMakoni18 @BrianVahombe1 @Varakashi4ED @EDHasmyVote1 @Hypnotiq_100 @Klawry3 tirikuenda mberi nokuvaka kusvika tapedza.✊🏾,'g tirikuenda mberi nokuvaka kusika tapedza.✊🏾'
perfecttsroni,2022-09-21 18:22:34,Defence,chamisa,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@Joyce_Waterfall Tamama nenhamo toenda diaspora kune vamwe?let's vote for CHAMISA nguva ino tozoona zvinotevera pani zvese ma junk,"""g tama and wonders and go dianga to ortax's vote for rate for chavi store this timtot and vext other junk"""
tatechikukwa,2022-09-25 10:20:36,Music,Freeman,UNK,UNK,POS,VPOS,VPOS,VPOS,POS,@makakaseni Freeman chibaba kana mazogara,'g freeman is a father if you stay'
jane_manhize,2022-09-22 15:49:50,Sanitation ,Vanhu,NEG,NEG,NEU,VNEG,VNEG,VNEG,NEG,@LynneStactia Aww shame 😢 ko vanhu makaisepi hunhu hwedu Ubuntu....this has nothing to do with political affiliation but hunhu hwedu....kungoti musoro and pass👐this generation ma1,'g aww shame 😢 what about the people whereiges are our own ubuntu this hasing to do u drink our romancy affinactius'
earthmover2017,2022-09-14 06:33:12,Home_Affairs,mai,UNK,UNK,VNEG,NEU,VNEG,VNEG,NEG,"@DarkForceGirl01 veava sisi vaEve vanotoisa mutengo pavari, vobva vamubvunza kuti uri kuunza chii kumuchato iwe, Hapana Hapana kubudisa fashoni neAsevha, nechitupa chegamuchidzanwa chemari. Basa rake guru achinje arikuswera achiteerera Olinda naMai TT",'her main job willi be spend day listening to olinda and mrs. tt'
Gurajena1980,2022-09-21 17:57:52,Sanitation ,Vanhu,UNK,POS,VNEG,VNEG,NEG,VNEG,NEG,@TendayiZinyama @edmnangagwa Its been 4 years now in power asi ndovarikuvaka Heaven pano inozopindwa kana vanhu vafa.,'g ts been of res now in the power but are constructing heaven will be entered when people die'
tollerE3,2022-09-14 11:21:49,Education,Vana,UNK,POS,NEG,VNEG,VNEG,VNEG,NEG,"@drjaytee87 @MadzivaNehemiah Aya ndoo anonzi madusvura chaiwo, vanofunga nemagaro chete vana Tindo Ava‼️",'g is one is called correct mascles think of justants four tower! ️'
TChinossy,2022-09-15 18:53:03,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@thabanimnyama Usade kutyityidzira vanhu iwee,"""g don't want to be frightened people youe"""
HarareNdini,2022-09-20 05:46:11,Education,mwana,UNK,UNK,VNEG,VNEG,NEU,VNEG,NEG,@Chris_Ram1 @victorjan00780 @Rakgadi_EM Enda unotora nyika mwana wegwara,'g go and get land baby baby'
mugwagwashonge,2022-09-26 08:20:11,Education,mwana,UNK,NEG,NEG,VNEG,VNEG,VNEG,NEG,Blessed wakagwadziwa nekunzi NEWSPAPER VENDOR akomana... @mhofela_mhofu makapa mwana zhaba chematsenganzungu. haana kupora uye zvinotora nguva. ari kudzima account kkkkkkk https://t.co/0n20bL3duN,"""bssed confused by whatspapers. seller guys...g delivered to baba zuba baba from lightwater. didn't come back and it will take time. deactivated account kkkkkkk"""
NHLAMBAYABO,2022-09-21 23:35:17,Education,mwana,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@wevhu263 @Kunaisheblessi2 @GondaiMutongi @Varakashi4ED Dai mwari atora aripa pic rako akasiya mwana skana,'g g. you can take the skin of your photo left baby smop'
DiMutzz_,2022-09-14 07:00:13,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@Silo_Kash @Slender_bbe Hahaha rasta zvoudzwa vanhu paTimeline here izvi🤷🏾‍♂️😂😂😂,'g hahaha the rosticos were told this in regionine'
chichie_vee,2022-09-15 07:22:51,Finance,kumba,UNK,POS,NEG,NEG,NEU,NEG,NEG,@effort_EM I can relate ndakambozviita mumwe musi ndakaita kunge ndichadzokera kumba,'g i can cn relate i have done it on one day i would like to get back home'
rastawepabuse,2022-09-10 05:37:04,Sanitation,kusvika,POS,POS,VNEG,VNEG,NEG,VNEG,NEG,@MaposaTasley @Kaweed_Zw Waona pakanzi anokumamisa🤣🤣🤣handiitwe bully pasocial media ndokutsvaga kusvika ndakuwana chete🤣,'g p saw you so-called and'
gwaregat,2022-09-17 15:09:54,Home_Affairs,Baba,UNK,UNK,POS,NEU,NEU,NEU,NEU,@RealMzalaTom Baba imi muri pfuma... Ndiri kudzidza zvakawanda,'g dad you are a national treasury am legening a lot'
TanyahGM,2022-09-18 22:41:14,Finance,kumba,UNK,UNK,VNEG,NEG,VNEG,VNEG,NEG,@HHeendrixxx Mbare Matapi ndiko kumba kwake,'g nails tires is his home'
MpiganiaUhuru,2022-09-16 15:42:13,Education,Vana,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"@Levympunzi26 @daddyhope @JobSikhala1 A demonstration is a demonstration.

Wazvienderei usina kuchena matayi?

Womrera zvaita vana vevamwe kwete kuda kungoita analyst pese pese!.",'g demo is a demo. because you did not burn tires. kill other people's children and not just a meal everywhere.'
ChimunhuGabriel,2022-09-25 06:44:15,Agriculture,mvura,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@antomukuwa ehe nematisue futi ariko sesu vekuchitown kokotewa mvura ndozvatiri kuendera town. ......,'g yes and weefsel is there too as we are out of water for titown from those of us going to towns. just to use the toilet seat and go home'
Zimbaperson,2022-09-21 09:11:13,Home_Affairs,Baba,POS,NEG,VPOS,VPOS,POS,VPOS,POS,@Felicity191022 @Libie_Tapie_M @antomukuwa Mu marriage hamuna ma rights zvekudaro baba ndibaba chokwadi havachiputse musha. Pane mutengi ne mutengwi muwanano 😀😀,"'g in marriaaae, you have no rights to say that father is the truth not to break a home. on a customer with machine in marriage 😀😀'"
MacdonaldTeeJ,2022-09-12 08:36:34,Finance,uyu,POS,POS,POS,VPOS,VPOS,VPOS,POS,"Ah pane vanoyera mukanya here vanonzwa zvazvichitaura mufesi uyu 😹😹😹😹

https://t.co/YPAU86Gik8",'oh on the weighs a brushroom feeling what they say on this furse 😹😹😹😹'
pchamatumba,2022-09-15 16:34:26,Education,Vana,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@ZimEye Vanotenderwa vakakokwa chete. Vana ED havadiwe uko,'g only chose who are ara invited ay allowed. children ed is not required where'
Raymond10401311,2022-09-20 19:35:29,Education,Vana,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@gkarani1 Kumamisha kune zero tillage muharare ndomavari kuita pfumvudza vana veshoroma vamwe tichigwesha,'g to the villages to zero tillage in harare is their pregnancy other than the children.'
enkudheni,2022-09-20 16:29:16,Education,Vana,POS,POS,POS,NEU,POS,POS,POS,#Zimbabwe it’s not #ZimMensThursday yet but paita mashoko makukutu abvakuna vahosi🙏🏾 @Mavhure @mhofela_mhofu @mudarikit @chakaInvincible @BaShonaBaShona @KMutisi @mfanaBambo vana tete muriko here uko🤗 @Auzqn @Jewels_MsJay @Princess_Bell88 @ChimhamhaZw @ShumiraiNyasha6 @kshuoikai https://t.co/4YemdXqBSV,"""zimbabwe it's not zimmenastyday yet but points are home house house houra house houra houra hours are home hours are home hounts are home hours are house after the house points are home keasy heasties with a hasy meeticy hasshina ke hasia ke hasia me he hearts are resia mureg make hassa matt gra go ga go"""
Prince252020,2022-09-18 06:34:24,Home_Affairs,Baba,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"@ShadayaKnight Baba Shadaya nyaya yaHarry haina kutitangira pana Meghan , yakudza namai Diana.apapotsawo mbijana asi munosimbogona henyu","""the dada brother case didn't start with mghan met started by his mother diana. anda would save her too, but"""
Phillip_roc,2022-09-18 00:26:57,Sanitation ,Vanhu,UNK,POS,VNEG,VNEG,NEG,VNEG,NEG,@daddyhope Its like vanhu vakarowa nezvidhoma and they have become ma zombie chaiyo. Dei aitombogona ku runner nyika munhu wacho they hero worship waiti pamwe but its some bomboclat akupushira all over 🤷🏾‍♂️,'g its like people drawing on the dug and the wove becomed real zombie. dei would even have been able to run runner world the person who is the one and hero worrying it said that but its soo brumclat push you all over 🤷🏾♂️'
Tinashe_Maburu,2022-09-26 17:47:26,Music,Shadaya,UNK,UNK,NEU,VNEG,NEU,NEU,NEU,Posting about muting or blocking Shadaya kungotsvakao mbiri hako,"""posting about tina's or blowding shadai resting"""
GoraTheUncle,2022-09-27 05:07:06,Agriculture,sadza,UNK,UNK,NEU,VNEG,NEU,NEU,NEU,@tiresi_tracy Sadza ne colgate,'g maka with colgate'
EniasGutsa,2022-09-25 17:49:24,Agriculture,sadza,UNK,UNK,NEG,NEU,NEU,NEU,NEU,@six_papi apo chandisina kudyisa sadza iAvocado negwatakwata chete zvimwe zvese ndakatomborova,"""g when i didn't feed swam ivococado with a group of squares all other"""
JSamanyara,2022-09-16 20:21:26,Sanitation,kusvika,UNK,NEG,VNEG,VNEG,NEG,VNEG,NEG,"@cdesetfree @larry_moyo @hwendec Handisi mupfana wako! Hukama haumbofe wakapo! For ukada kujairira like mbiti iyo inozviti Hwende, unoroveka rough kusvika wanhuwa ropa zvekuti pehukama hweupfana panoshaikwa! Kuchadeuka ropa!",'g i am not a potter relationship you will never get there because you want to get used to a cake that calls the blood of the cigarette and smelly for the rugwa will be bloodshed'
ThomasJ74511906,2022-09-27 06:20:37,Education,Pakaipa,UNK,UNK,VPOS,VPOS,POS,VPOS,POS,"@ali_naka Hahaha hey pakaipa,how did you counting that one help me ndarasika","""g hahaha hey paniwawow did you calculate that one help me'm lost"""
MhofuAnashe,2022-09-20 15:46:44,Education,mwana,UNK,NEG,VNEG,VNEG,NEG,VNEG,NEG,@DonaldSirewu @Lee_Ann_Cara We haven't suffered membership card inoendesa mwana kutoilet here.,'g of harness suffered membership card submit a child to tiilet.'
MakuvaroB,2022-09-12 12:02:46,Communication,chitungwiza,UNK,UNK,POS,VPOS,POS,POS,POS,@ali_naka Ndiani anoda mabhiriji isu tichigona kuchera zvibhorani muChitungwiza,'g who withd bridges when of can be dreading boreholes incism'
nee_nay16,2022-09-17 15:16:17,Sanitation ,Vanhu,UNK,UNK,NEU,NEU,NEG,NEU,NEU,"@ghosterry_71 @mwanasikana6  vanhu ivavo unoita seuchazvisungirira, ndiri mwana azere nekuzvida 😉 https://t.co/jGj7j7j6hM",'m jut a kid full of solf love😉'
TaliesinMachin2,2022-09-11 13:56:52,Communication,harare,UNK,UNK,NEU,NEU,POS,NEU,NEU,@ccc_harare @nelsonchamisa @Cde_Ostallos @advocatemahere @citizenactionz @CCCDiaspora Ndichadzoka hangu nemashoko angu,'g ndicha i will come back with my words'
Dzivo6,2022-09-18 19:22:08,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"@RealTalkFadzie Wangu, chingosiyana neMwana wevanhu kana uripo kumirira marriage","""my just from the child of people if you don't want to wait for marriage"""
Moses70691591,2022-09-24 17:22:11,Education,mwana,UNK,NEG,VPOS,VPOS,POS,VPOS,POS,@TendayiZinyama @mutami_susan Kkkkkk @mutami_susan huya pano Mwana we Gokwe. Huya upedze nyaya dzawakatanga,'g come here a gender child. come expire the issues you started'
Sir_Tsindie,2022-09-20 09:04:49,Music,Shadaya,UNK,UNK,NEG,NEU,NEG,NEG,NEG,Shadaya arikugadzira uto revanhu vane kuuraya. Tarisa zvakabuda yohwe 🙆🏿‍♂️ https://t.co/NV5kBco7MK,'shadaiah is really creating an army of misogynists. check the comments break 🙆🏿♂️'
loyal_Simp_4L,2022-09-20 12:13:25,Sanitation ,Vanhu,UNK,UNK,NEU,NEU,POS,NEU,NEU,@mutambikwa @PanagelOliver Goat rimwe so rino trender asi vanhu vachiti ari irrelevant.,'g goat one so this trender but they say that he is irrelevant.'
zandatoto,2022-09-22 10:21:50,Agriculture,sadza,UNK,POS,VPOS,VPOS,NEU,VPOS,POS,"@mimmitwit @charitynzegwu Ida sadza nemuriwo iwoyo. Iyo steak 🥩 ino nhengo yemhuri, senge mafiripi aGhandi. Iyo yekuputira kuchengerwa ku sare kusarena: starch, steak, veggies & maorivhi 🫒","""g love is the sea port and that vegetable. the steak 🥩 looks dry like ghand's flip flops. the platting could titor social distancing re starch steak veggies & ap oliveis \u0001fad2"""
tadiwamverecha,2022-09-18 22:20:51,Home_Affairs,Baba,UNK,POS,VNEG,VNEG,NEG,VNEG,NEG,@jeffrey__bloc @ShadayaKnight munhu kungonz baba harare akutozviona sa baba pa Twitter,"""g person just to see dada's daddy just seeing it like a father on twitter"""
PinkieMadds,2022-09-17 21:20:01,Education,Vana,POS,POS,NEG,NEG,VNEG,NEG,NEG,@Eddiek913 @donald_taku Tinenge tichikuzivai hedu makuda kudya vana pano 🤣🤣,'g is knowing you would like to eat children here 🤣🤣'
emjawaz,2022-09-19 05:47:21,Home_Affairs,Baba,UNK,UNK,POS,NEU,NEU,NEU,NEU,@ShadayaKnight Baba harare musadarooo,"""g dad hatares don't"""
amaivaRuvheneko,2022-09-18 15:46:37,Sanitation ,Vanhu,POS,POS,VNEG,NEU,VNEG,VNEG,NEG,"@kelsapwacho 🤣🤣🤣🤣 chete chete
Vanhu vanongotisawo pa pressure Iko ka apple Kaye ndokapinzisa munhu mu icu",'g only people who just let it go on the presures where the apple is average and pull a person in iron'
tavhi19,2022-09-19 22:11:29,Defence,mbavha,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@ZBCNewsonline Tibvirepo. Kugarohukuriswa manyepo nana mbavha avo,'g alive. increasing brothers faring with their goodges'
strawberrymemez,2022-09-12 05:57:37,Finance,uyu,UNK,UNK,NEU,VNEG,NEU,NEU,NEU,Unofunga kuti anga aitwasei na Mellisa mukomana uyu?⬇️⬇️ https://t.co/gIy4cqQ64r,'do you think he had been setting with mellisa this boy'
morgankagande,2022-09-14 09:23:33,Education,Vana,UNK,UNK,VNEG,NEU,VNEG,VNEG,NEG,@nickmangwana Vana vevhu varikutamba nhamo kunge makasi,'g kids are playing aloud as cars'
VacancyMail,2022-09-17 09:49:20,Communication,gweru,UNK,UNK,POS,VPOS,POS,POS,POS,"Prevention Services Ambassadors X 9 (Beitbridge, Bulawayo, Bulilima, Gwanda, Gweru, Insiza, Mangwe, Matobo, Mazowe) - The Prevention Services Ambassador will work under technical guidance and supervision of the https://t.co/mbxSKIXc7i #jobszimbabwe # mabasa","""privest services ambassadors x beitbridge bulawau bulinima ganda metrowoza metrosi bulba bloako - the prizention service archersea methoo - the prizention ground rabsa methoo - the prizention service archija boya's towa's maboba's rabsa bulinical services - the prizention ground rwakabouts - the prizenu"""
fgwebster,2022-09-20 08:53:33,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@Sire_Geeda_B @SirBrucee @RueFugie @BlackSupremacyQ Vanhu variku rambwa vari mudzimba vakaroorwa vakaroorwa futi voita single mothers amuri kuzo tuka muma streets! Kuroorwa has not been enough lately!,'g ga roosts in the funeral homes and make marks and make single moms and make single moms and make single moms and make single moms and make single moms and make markey and make single moms and make singles and make singles in the strenes to haugh with marriage marry'
McdeereCompany,2022-09-26 20:19:20,Agriculture,nyama,UNK,UNK,NEU,VNEG,NEU,NEU,NEU,@ShadayaKnight Mukuwanza nyama yeTsuro  mutumwa,'g in multiply meat of radio is a messenger'
Ruralgraduate,2022-09-19 18:45:11,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEU,NEU,NEU,But Zimbos why...madora nemanoodles hazvichato taurike pane vanhu.,"""but zimbos why... the bucks and nodules are no longer on humans."""
ishewacho,2022-09-15 14:15:22,Education,Vana,POS,NEG,VNEG,NEU,VNEG,VNEG,NEG,@symplymichelle 😂😂 Zvakaoma hazvo asi vanhu havasi kurega kuita vana,'g is hard but people are not quitting to do children'
AmandaKadango,2022-09-21 11:32:38,Sanitation ,Vanhu,UNK,UNK,NEU,VPOS,NEU,NEU,NEU,@zw_wevhu Uno chera gomba ragara rakatochererwa nevanhu 15. Obvious iwe ukauya ukachera after vanhu 15 ukangoti vanhu vachangowona as if hapana kana chawaita because injila reiyi rebushe revanhu revanhu.,"""g u raw the pit has always been housed. oraius you came and digging after people don't touch people who will not touch people who are just going with me after if if you've before you '"""
Prince252020,2022-09-18 06:34:24,Home_Affairs,Baba,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,"@ShadayaKnight Baba Shadaya nyaya yaHarry haina kutitangira pana Meghan , yakudza namai Diana.apapotsawo mbijana asi munosimbogona henyu","""g dada brother's case did not start out of mghan met started by his mother diana.anda would also save her but"""
TheRealMamoyo,2022-09-21 11:19:18,Sanitation ,Vanhu,UNK,POS,VPOS,VPOS,NEU,VPOS,POS,@Mambhevha @teamlilbooooty Kana vanhu vachinakirwa they Ray Charles a lot of things,'g when people enjoy the ray charles a lot of things'
Mukwasha_Nyama,2022-09-26 22:37:45,Agriculture,nyama,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"Babe nyaya yangu iri simple
Rega ndiuye kwauri
Rega ndive murume wako
Rega ndimhanye nhangemutange yako
............🎧🎧",'babe my story is simplet me come waylet me be your manlet me run your race .........................'
dube_t129,2022-09-23 20:46:50,Agriculture,huku,UNK,UNK,NEU,POS,NEU,NEU,NEU,"@nickmangwana Ngei muchivapa huku imwimwi muchipana ngoda, pfumbidza kuvanhu imwimwi tractors, combine havesters nezvimaTender?","'gbely you are giving them chickens and inserting just to people and you are you up to people of you and you are not up to people of you, confiners comases and measts'"
jonhdoe0,2022-09-19 20:43:54,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,cheku glenview chakapa vanhu cholera gore riya,'of glenview gave people cholera the year'
bongekaaa_m,2022-09-27 02:30:16,Education,mwana,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@bosskimhucci Chimbosiyayi mumwe mwana nhaimi👐🏿👐🏿,'g iches a baby mami'
apostletry,2022-09-17 08:18:12,Communication,harare,UNK,UNK,POS,NEU,POS,POS,POS,"ZVISIKWA NEZVITOKENS SVONDO NAMWARI GENERAL 1PM SHARP, HARARE CBD
Kunoperekedzwa nemafuta ekufambisa, uye kuti tiende kunofambidzana naye. Join me tommorow kune simba rakazara; uye tokeni GC. PaState Lottery Hall, 1pm yakapinza.

#HUPENYU HURU #SOLUTIONS https://t.co/MulaQJL55b",'sigs and tokens sunday with go dds general pm sarp hare cbdthase or abuses of a thing dees of a thinged deso masosse of a thing dees nut purpose according tovon ordinations. join me tommorow for a power puddy signs and tokens sunday. at the state lottery hall pm sharp. greaterlife solutions'
geostylz,2022-09-14 03:53:31,Sanitation,kusvika,POS,POS,VNEG,NEG,VNEG,VNEG,NEG,@thabzadethicque 🤣🤣🤣🤣 haaa unotorara uchiziva mangwana kuchamhanywa kusvika wati eke😭,"""g doesn't make it known knowing tomorrow will be worthy until you say eke😭"""
Qooper06,2022-09-16 09:10:54,Sanitation ,Vanhu,UNK,NEG,POS,POS,NEU,POS,POS,@BabesweHunters @TORNADOZW Ndipo pane dambudziko rese ipapo. Vanhu ngavaite zvekushanyirana,'g is where all the problem there. let people do visit'
mugwagwashonge,2022-09-16 15:53:40,Education,Vana,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@billykembo @NewZimbabweCom @JobSikhala1 musafurire vana imwi,'g gallers the children who'
ariben_munashe,2022-09-12 14:36:18,Finance,uyu,UNK,UNK,NEU,POS,POS,POS,POS,"@muroora_waPutin @RealTalkFadzie Akatogona uyu ,hee mari ishoma watombowana anoda kukuroora",'g already has this money hee less likely to have to marry you'
TendayiZinyama,2022-09-24 05:26:56,Defence,chamisa,UNK,UNK,POS,VPOS,POS,POS,POS,"Sezvineiwo kutenda kuNewyork zvinogara muNewyork uye Zimbabwe haina kana polling station muNewyork saka Susan, Chamisa, Mahere, Siziba naHopewero vakapedza simba ravo https://t.co/JL5xiHQtgw",'luckily what hats hatk stays in newyrk stations and zimbabwe hos no single polling station in singan raves sizabbabwe and dreams ested energy'
khudda_m,2022-09-12 16:20:05,Home_Affairs,mai,UNK,UNK,POS,NEU,POS,POS,POS,"RIP Rhoda Mthembe aka Mai Sorobhi vepa Parafin

#RIPLegend https://t.co/kqyrxbwbxR",'rip rhoda mute mother malah rabins of parafinriplegend'
Terrytorry9,2022-09-17 08:43:33,Finance,huya,UNK,UNK,NEU,NEU,POS,NEU,NEU,@thebossbbe @UncleGrae @Muller_Matambo Huya umbotenga titangire ipapo,'g then come shopping with us'
_MakdShelby,2022-09-16 19:42:45,Finance,kumba,UNK,UNK,VPOS,NEU,VPOS,VPOS,POS,@t_kachidza Muuye kumba mangwana muwane achibika,'g you toy home tomorrow get so cooking'
keithElkrause,2022-09-11 10:38:19,Communication,gweru,UNK,UNK,NEU,POS,POS,POS,POS,"@drjaytee87 Borehole Solutions: Survey, Drilling uye Installations

Iri pasi pe $150 yeongororo
Iri pasi pe $1000 yekuchera
Masvingo, Zvishavane, Gweru neMutare

0785073112 kuti mutengo unodhura https://t.co/CeLNRw8VQG",'g boreter solutions survey drive and facilities survey minimum durvey minimum miraveling rwarle groundwau and tairdable quote'
zim_khalifa,2022-09-21 20:17:57,Sanitation ,Vanhu,UNK,UNK,VPOS,POS,VPOS,VPOS,POS,"@Muller_Matambo Yeah uyo akafanozivisa number one kungoti vanhu vakungotsvagawo giraji asina kana basa worse vakatokura vese futi,saka eish vanhu haungavagone kani.","""g of hu who can hear her nuber ine it's just to justify a bare grain just looking for a noctive grain ever."""
